account_id,customer_id,branch_id,country,currency,account_type,account_status,iban,opening_balance,current_balance,interest_rate,overdraft_limit,opened_date
ACC00011829,CUS00008768,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB2175966819658765,14963,29164.18,4.75,0,2021-03-03
ACC00011830,CUS00008769,BR000019,France,France,Savings,Active,FR99NGB3533639841833061,9693,17529.62,4.17,0,2016-12-01
ACC00011831,CUS00008769,BR000019,France,France,Savings,Active,FR99NGB2536841596576139,1533,1686.97,4.06,0,2018-08-15
ACC00011832,CUS00008770,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB6612994990321034,1422,785.83,3.12,0,2018-10-12
ACC00011833,CUS00008770,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB3066327518298785,15965,33856.21,4.49,0,2017-08-12
ACC00011834,CUS00008771,BR000035,Canada,Canada,Savings,Active,CA99NGB5082918560305028,18616,24827.99,2.98,0,2023-03-03
ACC00011835,CUS00008772,BR000005,Germany,Germany,Savings,Active,GE99NGB9556879110244672,12723,15781.86,3.8,0,2022-09-26
ACC00011836,CUS00008773,BR000042,Japan,Japan,Current,Active,JA99NGB6768008561536642,3575,5668.84,0.28,5787,2024-12-07
ACC00011837,CUS00008774,BR000002,Germany,Germany,Savings,Active,GE99NGB1683951167284988,5186,2253.15,2.3,0,2022-05-15
ACC00011838,CUS00008775,BR000018,United Kingdom,United Kingdom,Current,Active,UN99NGB3781757265790818,39272,73026.82,0.34,1879,2021-01-31
ACC00011839,CUS00008776,BR000015,Canada,Canada,Current,Active,CA99NGB2326932274401444,11673,16218.08,0.18,7189,2018-01-14
ACC00011840,CUS00008776,BR000015,Canada,Canada,Current,Active,CA99NGB6502324634201280,46200,99382.51,0.47,3514,2022-08-27
ACC00011841,CUS00008777,BR000048,Germany,Germany,Savings,Active,GE99NGB7229206361529814,1689,1020.17,5.0,0,2019-01-24
ACC00011842,CUS00008778,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB2203651866166716,13860,28798.09,4.73,0,2018-05-17
ACC00011843,CUS00008779,BR000036,Singapore,Singapore,Savings,Dormant,SI99NGB6397938447403286,7408,6096.63,3.18,0,2017-12-20
ACC00011844,CUS00008780,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB1443933443003369,15916,15527.57,2.72,0,2020-03-23
ACC00011845,CUS00008781,BR000035,Canada,Canada,Current,Active,CA99NGB9688083066564283,9358,9527.64,0.47,2074,2023-05-27
ACC00011846,CUS00008782,BR000050,Canada,Canada,Savings,Active,CA99NGB2483947723500859,12054,8988.88,2.27,0,2026-06-05
ACC00011847,CUS00008783,BR000023,United States,United States,Savings,Active,UN99NGB6718522363913481,13894,19059.07,3.1,0,2022-11-03
ACC00011848,CUS00008784,BR000023,United States,United States,Savings,Active,UN99NGB9350167388186716,18361,17113.17,4.47,0,2024-05-18
ACC00011849,CUS00008784,BR000023,United States,United States,Current,Active,UN99NGB7428077829663505,21447,30042.18,0.04,6876,2026-07-04
ACC00011850,CUS00008785,BR000021,United Kingdom,United Kingdom,Business,Active,UN99NGB7720792516737551,443269,748393.93,1.04,59172,2018-10-06
ACC00011851,CUS00008785,BR000021,United Kingdom,United Kingdom,Current,Active,UN99NGB9594565523481451,8934,18491.27,0.23,6907,2019-10-02
ACC00011852,CUS00008786,BR000010,Singapore,Singapore,Savings,Active,SI99NGB4183754592851245,10173,18612.87,3.79,0,2021-07-18
ACC00011853,CUS00008787,BR000042,Japan,Japan,Savings,Active,JA99NGB2478386144909824,1377,2909.0,4.67,0,2019-04-16
ACC00011854,CUS00008788,BR000032,United Kingdom,United Kingdom,Savings,Active,UN99NGB5640069497585120,860,1185.46,2.33,0,2018-09-01
ACC00011855,CUS00008789,BR000016,France,France,Savings,Active,FR99NGB5339321858025743,8357,12555.95,2.88,0,2019-04-11
ACC00011856,CUS00008789,BR000016,France,France,Savings,Active,FR99NGB7439361024155020,18252,12356.0,4.68,0,2025-06-25
ACC00011857,CUS00008790,BR000023,United States,United States,Savings,Active,UN99NGB6514480776584238,16542,10389.91,2.65,0,2025-09-10
ACC00011858,CUS00008790,BR000023,United States,United States,Current,Active,UN99NGB7202932561450475,42310,72455.14,0.4,6738,2019-03-17
ACC00011859,CUS00008791,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3456365964241829,7698,5680.03,4.57,0,2019-03-20
ACC00011860,CUS00008792,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB3736076694112979,14804,19706.18,3.42,0,2022-08-18
ACC00011861,CUS00008793,BR000016,France,France,Current,Active,FR99NGB6572546006150021,34466,67969.31,0.08,5033,2019-11-27
ACC00011862,CUS00008794,BR000036,Singapore,Singapore,Current,Active,SI99NGB8242047076592400,12396,16085.89,0.36,8862,2018-03-30
ACC00011863,CUS00008795,BR000030,Germany,Germany,Savings,Active,GE99NGB9785018180921239,12800,12360.86,4.48,0,2022-05-25
ACC00011864,CUS00008796,BR000045,Canada,Canada,Business,Active,CA99NGB3256377208463793,209502,434967.96,0.6,27721,2024-03-07
ACC00011865,CUS00008797,BR000010,Singapore,Singapore,Savings,Active,SI99NGB7600949601520966,3906,7672.49,2.66,0,2023-12-16
ACC00011866,CUS00008798,BR000026,Australia,Australia,Current,Dormant,AU99NGB1893218523758485,37873,60076.4,0.42,8964,2016-10-31
ACC00011867,CUS00008799,BR000011,Canada,Canada,Savings,Active,CA99NGB9296581302797900,14199,9697.17,3.96,0,2020-06-03
ACC00011868,CUS00008799,BR000011,Canada,Canada,Current,Active,CA99NGB7753859672380068,21566,45631.89,0.23,897,2020-08-25
ACC00011869,CUS00008800,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB3704962939288912,11492,14021.77,3.2,0,2026-04-19
ACC00011870,CUS00008801,BR000030,Germany,Germany,Savings,Active,GE99NGB1802371107643756,8994,10160.95,4.3,0,2021-08-15
ACC00011871,CUS00008802,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8182265456863889,6587,6589.38,2.33,0,2018-12-11
ACC00011872,CUS00008803,BR000023,United States,United States,Savings,Dormant,UN99NGB6523311108671229,4341,3690.79,4.36,0,2019-07-20
ACC00011873,CUS00008803,BR000023,United States,United States,Savings,Active,UN99NGB9912635591320774,14045,21184.25,2.98,0,2025-07-13
ACC00011874,CUS00008804,BR000021,United Kingdom,United Kingdom,Current,Dormant,UN99NGB4281182168385512,18071,33140.2,0.33,3837,2025-05-04
ACC00011875,CUS00008805,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB7102602004014305,5843,10520.45,4.62,0,2023-07-20
ACC00011876,CUS00008806,BR000029,Australia,Australia,Current,Active,AU99NGB2271224438114524,27934,30110.71,0.04,6315,2018-05-01
ACC00011877,CUS00008806,BR000029,Australia,Australia,Current,Active,AU99NGB4381052783627135,44139,50363.93,0.08,8772,2023-05-07
ACC00011878,CUS00008807,BR000010,Singapore,Singapore,Savings,Active,SI99NGB9805294071767571,13645,20091.3,4.88,0,2017-11-14
ACC00011879,CUS00008808,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4435438030029265,12047,17442.97,4.48,0,2019-11-02
ACC00011880,CUS00008809,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB3981766977536035,13741,13275.61,2.18,0,2026-01-06
ACC00011881,CUS00008809,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB9216546534334887,23322,22577.69,0.44,6317,2019-01-16
ACC00011882,CUS00008810,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4534414219770011,733,1173.81,4.48,0,2018-04-27
ACC00011883,CUS00008810,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4803217350439764,17588,32078.03,4.99,0,2024-02-02
ACC00011884,CUS00008810,BR000047,United Arab Emirates,United Arab Emirates,Business,Closed,UN99NGB1396059814073250,71427,121679.18,0.85,82192,2017-09-07
ACC00011885,CUS00008811,BR000024,Australia,Australia,Savings,Active,AU99NGB6943371440928700,6043,4826.2,4.04,0,2019-01-28
ACC00011886,CUS00008812,BR000049,Singapore,Singapore,Business,Dormant,SI99NGB5318280155601256,394995,827507.12,1.69,79404,2025-03-31
ACC00011887,CUS00008813,BR000030,Germany,Germany,Current,Active,GE99NGB1744308010586757,12544,11772.72,0.15,4516,2023-08-10
ACC00011888,CUS00008814,BR000026,Australia,Australia,Savings,Active,AU99NGB4206159532457629,6746,8158.67,3.16,0,2024-06-01
ACC00011889,CUS00008814,BR000026,Australia,Australia,Savings,Active,AU99NGB3928466021278262,12382,15031.62,4.43,0,2025-03-25
ACC00011890,CUS00008815,BR000022,United Arab Emirates,United Arab Emirates,Savings,Dormant,UN99NGB7171935685382415,4112,6032.75,4.98,0,2019-07-02
ACC00011891,CUS00008816,BR000025,Switzerland,Switzerland,Current,Active,SW99NGB5222998011179145,38520,64789.75,0.43,2145,2016-09-07
ACC00011892,CUS00008817,BR000035,Canada,Canada,Savings,Active,CA99NGB3152942479120615,5486,11223.98,4.76,0,2017-07-26
ACC00011893,CUS00008818,BR000019,France,France,Savings,Active,FR99NGB3768953279352301,2056,3366.75,3.22,0,2022-11-30
ACC00011894,CUS00008819,BR000050,Canada,Canada,Savings,Active,CA99NGB1996220879136097,6222,8560.75,3.33,0,2026-02-05
ACC00011895,CUS00008820,BR000002,Germany,Germany,Savings,Active,GE99NGB4697132904252312,10283,11145.09,2.83,0,2021-12-30
ACC00011896,CUS00008821,BR000034,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6981107271701358,11384,12345.8,0.02,8376,2022-10-25
ACC00011897,CUS00008822,BR000035,Canada,Canada,Savings,Active,CA99NGB3597879735933613,10271,6056.29,4.44,0,2022-08-08
ACC00011898,CUS00008823,BR000031,Canada,Canada,Current,Active,CA99NGB5329891048913558,4906,3783.35,0.35,6883,2018-08-10
ACC00011899,CUS00008823,BR000031,Canada,Canada,Savings,Active,CA99NGB9191362216777844,19779,17749.76,4.62,0,2022-04-17
ACC00011900,CUS00008824,BR000011,Canada,Canada,Savings,Active,CA99NGB4111594242225888,7858,10272.53,3.09,0,2018-03-16
ACC00011901,CUS00008824,BR000011,Canada,Canada,Business,Active,CA99NGB4853269312650077,38570,58206.69,1.18,43400,2018-09-04
ACC00011902,CUS00008825,BR000045,Canada,Canada,Savings,Active,CA99NGB2851431019674089,9303,20317.66,2.69,0,2017-05-02
ACC00011903,CUS00008826,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB8988224540991840,1315,1406.35,4.48,0,2023-10-29
ACC00011904,CUS00008827,BR000002,Germany,Germany,Current,Active,GE99NGB8789804555350920,17505,19069.26,0.15,2049,2021-08-18
ACC00011905,CUS00008827,BR000002,Germany,Germany,Savings,Active,GE99NGB2679435704568740,9567,14276.07,3.3,0,2022-05-23
ACC00011906,CUS00008828,BR000046,Japan,Japan,Current,Active,JA99NGB8566661956772239,48813,75974.19,0.23,4689,2018-04-14
ACC00011907,CUS00008829,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7646046689423613,922,1772.96,3.61,0,2019-06-25
ACC00011908,CUS00008830,BR000011,Canada,Canada,Savings,Active,CA99NGB4651154486236129,5930,8516.54,3.01,0,2020-04-16
ACC00011909,CUS00008831,BR000032,United Kingdom,United Kingdom,Current,Active,UN99NGB1603531050271930,11145,9473.81,0.24,6953,2017-02-11
ACC00011910,CUS00008832,BR000043,France,France,Savings,Active,FR99NGB1417812970844729,16802,35563.98,4.72,0,2017-11-06
ACC00011911,CUS00008832,BR000043,France,France,Savings,Active,FR99NGB9651961992417873,9165,10578.78,4.68,0,2023-09-27
ACC00011912,CUS00008833,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB4614562466750218,25862,30148.73,0.35,740,2026-01-28
ACC00011913,CUS00008834,BR000050,Canada,Canada,Savings,Active,CA99NGB9061409672954277,7393,3060.45,3.45,0,2019-02-27
ACC00011914,CUS00008835,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7531268883532019,3227,4094.69,2.22,0,2023-03-27
ACC00011915,CUS00008836,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB7432507801748416,1703,890.17,3.19,0,2016-10-08
ACC00011916,CUS00008837,BR000004,United States,United States,Savings,Active,UN99NGB2667519844405280,19176,18613.63,4.57,0,2022-03-09
ACC00011917,CUS00008838,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9517273288608283,1959,4284.04,4.23,0,2019-05-31
ACC00011918,CUS00008839,BR000004,United States,United States,Savings,Active,UN99NGB2081239823814148,1634,1918.94,3.83,0,2019-04-13
ACC00011919,CUS00008840,BR000026,Australia,Australia,Savings,Active,AU99NGB1611968218540269,10020,14935.59,2.6,0,2017-03-23
ACC00011920,CUS00008841,BR000026,Australia,Australia,Business,Active,AU99NGB8692115288907933,236699,420979.25,1.04,93466,2020-07-29
ACC00011921,CUS00008841,BR000026,Australia,Australia,Savings,Active,AU99NGB2663957788806926,7673,8240.7,4.54,0,2021-12-19
ACC00011922,CUS00008842,BR000046,Japan,Japan,Savings,Active,JA99NGB4755172577517694,6846,8001.38,2.7,0,2023-09-12
ACC00011923,CUS00008843,BR000022,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB9749496069260155,139650,296566.01,1.69,36908,2026-04-27
ACC00011924,CUS00008843,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3671464276879693,12411,11536.69,3.15,0,2020-06-23
ACC00011925,CUS00008844,BR000042,Japan,Japan,Business,Active,JA99NGB6126777850687496,473053,289315.1,0.55,70095,2022-07-13
ACC00011926,CUS00008845,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB7037466080316430,12125,25440.66,3.67,0,2019-03-14
ACC00011927,CUS00008845,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB5702535453584532,11131,12406.53,2.19,0,2023-12-05
ACC00011928,CUS00008846,BR000023,United States,United States,Savings,Active,UN99NGB3916637187273679,5263,7854.82,2.21,0,2018-11-07
ACC00011929,CUS00008847,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9857284890855391,964,864.01,2.67,0,2024-04-28
ACC00011930,CUS00008848,BR000012,United States,United States,Savings,Active,UN99NGB6530413956596185,2434,3077.94,2.5,0,2017-09-02
ACC00011931,CUS00008849,BR000012,United States,United States,Savings,Active,UN99NGB7622777733476574,14452,26052.12,4.89,0,2022-11-13
ACC00011932,CUS00008849,BR000012,United States,United States,Savings,Active,UN99NGB6834966245175341,11417,9552.12,2.66,0,2018-12-07
ACC00011933,CUS00008849,BR000012,United States,United States,Savings,Active,UN99NGB6321867909219843,18394,25014.76,2.11,0,2019-12-28
ACC00011934,CUS00008850,BR000013,Australia,Australia,Savings,Active,AU99NGB6479830054234587,16416,26011.63,3.03,0,2018-12-03
ACC00011935,CUS00008851,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB7052424065601283,15842,21779.97,4.6,0,2024-06-14
ACC00011936,CUS00008851,BR000037,United Kingdom,United Kingdom,Current,Active,UN99NGB8199043495585561,3676,4049.57,0.47,5575,2016-09-24
ACC00011937,CUS00008852,BR000016,France,France,Savings,Active,FR99NGB1025253236277862,15475,8127.49,2.63,0,2019-11-06
ACC00011938,CUS00008853,BR000040,United Kingdom,United Kingdom,Business,Active,UN99NGB9209831288554699,476100,731880.36,1.92,34497,2023-08-10
ACC00011939,CUS00008854,BR000039,France,France,Current,Active,FR99NGB9654750933787112,44123,35365.46,0.08,4966,2022-05-11
ACC00011940,CUS00008855,BR000023,United States,United States,Business,Active,UN99NGB9638102768019921,259198,301517.27,0.6,49109,2024-04-29
ACC00011941,CUS00008855,BR000023,United States,United States,Business,Active,UN99NGB2590176166470738,184003,241350.16,1.39,85435,2025-11-30
ACC00011942,CUS00008856,BR000035,Canada,Canada,Current,Active,CA99NGB4610458204830309,41697,87551.69,0.01,8633,2018-05-25
ACC00011943,CUS00008856,BR000035,Canada,Canada,Savings,Dormant,CA99NGB7551295851114579,6615,4404.67,3.43,0,2020-01-28
ACC00011944,CUS00008857,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB4248023580872156,1626,809.24,3.74,0,2019-06-01
ACC00011945,CUS00008857,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB6636240677559536,15862,15307.36,3.08,0,2025-08-16
ACC00011946,CUS00008858,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB6403547600094029,3829,1893.64,2.32,0,2025-04-04
ACC00011947,CUS00008859,BR000007,Australia,Australia,Savings,Active,AU99NGB5835901269581517,11449,21678.04,3.48,0,2017-10-13
ACC00011948,CUS00008860,BR000004,United States,United States,Savings,Active,UN99NGB9399879601767562,16849,19285.73,2.2,0,2017-12-21
ACC00011949,CUS00008860,BR000004,United States,United States,Savings,Active,UN99NGB4545193747954663,11060,14105.57,4.64,0,2022-03-01
ACC00011950,CUS00008861,BR000022,United Arab Emirates,United Arab Emirates,Savings,Dormant,UN99NGB9470864625950870,12270,16602.75,4.02,0,2017-07-18
ACC00011951,CUS00008861,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4626653144216726,8031,12490.24,2.83,0,2020-01-11
ACC00011952,CUS00008861,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9928507209682490,15289,17063.05,2.95,0,2019-11-23
ACC00011953,CUS00008862,BR000017,Australia,Australia,Current,Active,AU99NGB5234484733870713,26890,35485.93,0.36,6806,2022-09-03
ACC00011954,CUS00008863,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4664870197751404,16369,17820.83,3.95,0,2021-03-13
ACC00011955,CUS00008864,BR000022,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4527807374546636,4346,7709.08,3.7,0,2024-09-17
ACC00011956,CUS00008865,BR000048,Germany,Germany,Savings,Active,GE99NGB9739478157994809,636,268.45,3.51,0,2018-12-25
ACC00011957,CUS00008866,BR000043,France,France,Current,Active,FR99NGB5452865338659279,11672,5845.28,0.47,8111,2021-07-08
ACC00011958,CUS00008867,BR000038,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB3890090524636913,367838,741192.96,1.36,38456,2017-08-04
ACC00011959,CUS00008868,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB6392610646656080,12384,22548.4,2.24,0,2023-03-07
ACC00011960,CUS00008869,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB7986342692213937,2916,4172.73,3.39,0,2018-11-02
ACC00011961,CUS00008870,BR000011,Canada,Canada,Savings,Active,CA99NGB8645692854111911,19598,26896.48,2.51,0,2021-05-19
ACC00011962,CUS00008871,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB3565236781383351,16793,32332.86,3.78,0,2017-04-24
ACC00011963,CUS00008871,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB7953663007158646,17379,13614.83,3.17,0,2023-09-16
ACC00011964,CUS00008872,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB8043726997441580,2992,3859.57,4.15,0,2024-04-02
ACC00011965,CUS00008872,BR000020,Switzerland,Switzerland,Savings,Dormant,SW99NGB1462811809693720,18293,40150.06,4.73,0,2017-07-02
ACC00011966,CUS00008873,BR000050,Canada,Canada,Savings,Active,CA99NGB4816810333886488,7186,6156.15,4.06,0,2024-07-20
ACC00011967,CUS00008874,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6598908320156617,29297,40706.85,0.49,628,2022-08-31
ACC00011968,CUS00008875,BR000039,France,France,Savings,Active,FR99NGB6685423743752000,7498,5982.1,3.82,0,2018-06-03
ACC00011969,CUS00008875,BR000039,France,France,Savings,Active,FR99NGB4770451164757576,7160,12045.7,3.6,0,2025-11-02
ACC00011970,CUS00008876,BR000029,Australia,Australia,Savings,Active,AU99NGB8128730976648658,18926,12799.95,4.11,0,2023-04-19
ACC00011971,CUS00008877,BR000012,United States,United States,Savings,Active,UN99NGB3300965455743084,8842,5300.34,3.21,0,2017-02-01
ACC00011972,CUS00008878,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB7745768649561336,10530,18832.7,3.29,0,2020-05-23
ACC00011973,CUS00008879,BR000026,Australia,Australia,Current,Active,AU99NGB6011439155159563,40669,26131.33,0.4,8613,2022-03-24
ACC00011974,CUS00008880,BR000050,Canada,Canada,Savings,Active,CA99NGB8131120754364376,18433,20615.71,2.42,0,2024-04-07
ACC00011975,CUS00008880,BR000050,Canada,Canada,Savings,Active,CA99NGB1085185795343698,6301,12999.68,3.97,0,2024-12-01
ACC00011976,CUS00008881,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7367899947911062,6030,11054.82,3.6,0,2018-01-22
ACC00011977,CUS00008882,BR000019,France,France,Current,Active,FR99NGB2025788960579654,40296,25464.7,0.07,6157,2021-04-16
ACC00011978,CUS00008883,BR000019,France,France,Current,Active,FR99NGB4700893244222814,30074,43514.09,0.39,5626,2023-03-06
ACC00011979,CUS00008883,BR000019,France,France,Current,Active,FR99NGB5029062563886411,4564,4457.78,0.18,7067,2024-02-17
ACC00011980,CUS00008884,BR000032,United Kingdom,United Kingdom,Business,Active,UN99NGB4842107034518660,297982,573580.48,0.55,74658,2019-02-26
ACC00011981,CUS00008885,BR000016,France,France,Business,Active,FR99NGB8221718470785908,218264,466173.24,1.29,33535,2024-06-03
ACC00011982,CUS00008886,BR000034,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB4592004339961192,23289,25199.59,0.3,3750,2024-06-06
ACC00011983,CUS00008887,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1400191369362883,7145,10917.69,2.4,0,2017-08-27
ACC00011984,CUS00008887,BR000034,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9648275495429367,19827,40595.26,4.47,0,2026-02-08
ACC00011985,CUS00008888,BR000017,Australia,Australia,Current,Active,AU99NGB3152091245923866,12777,20723.37,0.31,9369,2018-05-14
ACC00011986,CUS00008888,BR000017,Australia,Australia,Savings,Active,AU99NGB7749101335884541,9621,20444.05,3.01,0,2026-03-19
ACC00011987,CUS00008888,BR000017,Australia,Australia,Savings,Active,AU99NGB2432435010843520,617,682.69,3.47,0,2022-12-30
ACC00011988,CUS00008889,BR000030,Germany,Germany,Current,Active,GE99NGB3331074792057547,42145,43112.22,0.23,6212,2016-07-25
ACC00011989,CUS00008890,BR000036,Singapore,Singapore,Current,Active,SI99NGB4160196363591580,9372,14447.4,0.33,8523,2017-08-18
ACC00011990,CUS00008891,BR000026,Australia,Australia,Savings,Active,AU99NGB4297347744004040,7099,9640.84,2.04,0,2018-06-18
ACC00011991,CUS00008892,BR000014,Switzerland,Switzerland,Current,Active,SW99NGB7768396334960360,13449,28220.84,0.49,2663,2017-08-18
ACC00011992,CUS00008893,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB7459849049961092,44220,96958.24,0.16,3130,2017-01-21
ACC00011993,CUS00008893,BR000038,United Arab Emirates,United Arab Emirates,Current,Dormant,UN99NGB4963629557183971,6621,4671.95,0.22,6459,2018-01-18
ACC00011994,CUS00008894,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8683899416329593,16400,21399.77,3.34,0,2019-05-25
ACC00011995,CUS00008894,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2416754778784406,7999,10396.37,4.44,0,2020-03-17
ACC00011996,CUS00008895,BR000050,Canada,Canada,Current,Active,CA99NGB8896478810452092,31640,55707.07,0.34,3288,2018-01-05
ACC00011997,CUS00008895,BR000050,Canada,Canada,Business,Active,CA99NGB9188672565628957,97211,51130.9,1.22,63669,2019-09-11
ACC00011998,CUS00008896,BR000035,Canada,Canada,Savings,Active,CA99NGB1166662724484763,16742,14611.95,2.38,0,2019-07-05
ACC00011999,CUS00008897,BR000011,Canada,Canada,Business,Active,CA99NGB2569614739425654,247848,190986.83,1.19,94285,2018-10-29
ACC00012000,CUS00008898,BR000016,France,France,Savings,Active,FR99NGB8308519494677827,3660,3815.89,3.1,0,2017-03-20
ACC00012001,CUS00008898,BR000016,France,France,Current,Active,FR99NGB3418146618265096,1879,3743.79,0.29,8414,2023-02-17
ACC00012002,CUS00008899,BR000013,Australia,Australia,Savings,Active,AU99NGB6762975376743043,3142,3641.29,4.88,0,2025-01-04
ACC00012003,CUS00008900,BR000030,Germany,Germany,Savings,Active,GE99NGB9617703539191907,10618,17192.01,3.43,0,2025-10-06
ACC00012004,CUS00008901,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB1513657246483368,12100,25421.8,4.98,0,2018-06-05
ACC00012005,CUS00008902,BR000042,Japan,Japan,Current,Active,JA99NGB1401346509730587,40381,83440.62,0.21,1337,2020-10-02
ACC00012006,CUS00008903,BR000041,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB3816672829025972,4754,2996.94,0.4,1020,2019-09-25
ACC00012007,CUS00008904,BR000042,Japan,Japan,Savings,Active,JA99NGB5265770216737224,7284,15626.71,2.49,0,2023-02-03
ACC00012008,CUS00008904,BR000042,Japan,Japan,Savings,Active,JA99NGB3231058629429786,3813,7546.03,3.67,0,2020-08-05
ACC00012009,CUS00008904,BR000042,Japan,Japan,Savings,Active,JA99NGB6353279632344686,2770,1921.27,3.65,0,2022-05-03
ACC00012010,CUS00008905,BR000043,France,France,Savings,Closed,FR99NGB8964445503046145,4672,2770.6,2.31,0,2021-11-16
ACC00012011,CUS00008906,BR000045,Canada,Canada,Savings,Dormant,CA99NGB1610589525836271,13542,23930.43,2.08,0,2024-11-13
ACC00012012,CUS00008907,BR000024,Australia,Australia,Savings,Active,AU99NGB3207421131220021,19789,32245.84,2.99,0,2020-06-03
ACC00012013,CUS00008907,BR000024,Australia,Australia,Savings,Active,AU99NGB4887572599349109,12136,14309.17,4.07,0,2017-07-04
ACC00012014,CUS00008908,BR000038,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB2377669765840647,43394,51831.74,0.5,4493,2021-12-17
ACC00012015,CUS00008908,BR000038,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB1563651276693804,234372,298494.98,1.37,69433,2026-05-02
ACC00012016,CUS00008908,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9478627464089137,6322,12844.6,4.96,0,2021-06-30
ACC00012017,CUS00008909,BR000007,Australia,Australia,Savings,Closed,AU99NGB4182019413940251,12913,25812.51,4.3,0,2016-07-18
ACC00012018,CUS00008910,BR000016,France,France,Savings,Active,FR99NGB2792882989006826,11197,15551.27,2.46,0,2017-09-25
ACC00012019,CUS00008911,BR000042,Japan,Japan,Savings,Active,JA99NGB4886036087828458,10460,9580.75,3.37,0,2019-04-24
ACC00012020,CUS00008912,BR000012,United States,United States,Savings,Active,UN99NGB6653079186514786,12926,21215.19,3.63,0,2025-03-12
ACC00012021,CUS00008913,BR000042,Japan,Japan,Current,Active,JA99NGB8496925285993085,17454,19625.99,0.13,8564,2022-07-29
ACC00012022,CUS00008914,BR000029,Australia,Australia,Savings,Active,AU99NGB2380937254560578,18375,14967.02,4.59,0,2026-02-13
ACC00012023,CUS00008914,BR000029,Australia,Australia,Current,Active,AU99NGB4035788285452786,42269,66644.28,0.26,6836,2023-01-12
ACC00012024,CUS00008914,BR000029,Australia,Australia,Business,Active,AU99NGB9826461831729674,30621,67322.5,0.87,70726,2024-12-26
ACC00012025,CUS00008915,BR000026,Australia,Australia,Savings,Active,AU99NGB4671494503384430,12888,20873.33,2.94,0,2026-06-08
ACC00012026,CUS00008916,BR000002,Germany,Germany,Savings,Active,GE99NGB1481054822492214,5023,6698.38,3.7,0,2018-01-01
